Location,Cross_Street,Latitude,Longitude,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Year_Reported,Year_Occurred,Month_Reported,Month_Occurred,Day_Reported,Day_Occurred
20000    LINNEA                       CT,,34.2272,-118.5697,1930.0,17.0,Devonshire,1792.0,2.0,1251 0913 0553 0400,18.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,11,11,4,4
12400    VENTURA                      CT,,34.1431,-118.4049,2330.0,15.0,N Hollywood,1591.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,6,8,26
5TH,WALL                         ST,34.0449,-118.2458,645.0,1.0,Central,156.0,1.0,0910 1218 0416 0429 1822 1202,68.0,F,B,102.0,SIDEWALK,312.0,PIPE/METAL PIPE,IC,Invest Cont,2020,2020,12,12,1,1
5500    HAROLD                       WY,,34.0993,-118.3092,1640.0,6.0,Hollywood,648.0,1.0,0913 0334 1402 0553,26.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,2020,2020,11,11,1,1
14800    PARTHENIA                    ST,,34.2282,-118.4553,1800.0,19.0,Mission,1984.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,3,11,25
500 N  MARTEL                       AV,,34.0803,-118.3511,1900.0,7.0,Wilshire,702.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,29,28
BROADWAY,45TH                         ST,34.0029,-118.2784,2300.0,13.0,Newton,1361.0,2.0,0416 0432 0913,52.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,6,6,27,27
2600 S  PACIFIC                      AV,,33.7136,-118.2904,1615.0,5.0,Harbor,587.0,1.0,0334 0603 0361 0913 1203,54.0,M,W,104.0,DRIVEWAY,304.0,CLUB/BAT,IC,Invest Cont,2020,2020,11,11,17,17
16200    SCHOENBORN                   ST,,34.2225,-118.4852,1900.0,17.0,Devonshire,1797.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,2,1
400 S  BERENDO                      ST,,34.0674,-118.2941,730.0,20.0,Olympic,2026.0,2.0,2000 1251 0400,35.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,2,2,1,1
200 E  68TH                         ST,,33.9779,-118.2717,200.0,13.0,Newton,1394.0,2.0,0329 0416,29.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,1,1
VAN NUYS,ROSCOE,34.2216,-118.4488,1520.0,19.0,Mission,1998.0,2.0,1822 1259 0500,16.0,F,H,802.0,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,24,23
3200    MOTOR                        AV,,34.031,-118.411,100.0,8.0,West LA,895.0,2.0,0500 0533,13.0,F,H,514.0,GROUP HOME,0.0,No Weapon,AO,Adult Other,2020,2020,6,6,30,16
1200 S  MEYLER                       ST,,33.7334,-118.2968,210.0,5.0,Harbor,563.0,1.0,0352 1221 0216 1300 1309 0344 1605,27.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,16,16
5400    CARLTON                      WY,,34.1005,-118.3071,900.0,6.0,Hollywood,648.0,2.0,1822 0922,24.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,21,1
200 E  23RD                         ST,,34.0268,-118.266,2300.0,13.0,Newton,1321.0,1.0,0344,41.0,M,H,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,14,13
10300 N  SEPULVEDA                    BL,,34.2573,-118.4673,1600.0,19.0,Mission,1954.0,2.0,2000 0444 0913,31.0,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,10,9,6,18
700 E  53RD                         ST,,33.9941,-118.2629,1430.0,13.0,Newton,1373.0,1.0,2000 0913 0416 0432,22.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,8,8,17,17
8300    VAN NUYS                     BL,,34.2215,-118.4488,1550.0,19.0,Mission,1985.0,1.0,0325 2004,32.0,F,H,403.0,DRUG STORE,0.0,No Weapon,AA,Adult Arrest,2020,2020,10,10,6,6
14200    BURBANK                      BL,,34.1721,-118.4422,1440.0,9.0,Van Nuys,943.0,1.0,2000 1813 0408 0416 1414 2004 0445 0913,22.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,10,10,23,23
900 N  OXFORD                       AV,,34.0862,-118.3078,2130.0,6.0,Hollywood,678.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,9,8
1000 W  22ND                         ST,,34.035,-118.2811,745.0,3.0,Southwest,308.0,1.0,1822 0342 0329 0344 0352 2004 1202,70.0,M,H,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,AA,Adult Arrest,2020,2020,7,7,2,2
8400    BEVERLY                      BL,,34.0761,-118.3731,1700.0,7.0,Wilshire,722.0,1.0,0325 0104 0378,19.0,M,O,404.0,DEPARTMENT STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,5,4,8,30
1200 E  VERNON                       AV,,34.006,-118.2513,300.0,13.0,Newton,1346.0,2.0,0329 1609,54.0,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,6,4
700 S  CATALINA                     ST,,34.058,-118.2954,1200.0,20.0,Olympic,2036.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,18,17
1600 N  FORMOSA                      AV,,34.0998,-118.3468,1930.0,6.0,Hollywood,643.0,2.0,1822,44.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,26,25
2500    GRIFFITH PARK                BL,,34.1045,-118.2721,730.0,11.0,Northeast,1144.0,1.0,0344 1606,38.0,F,W,101.0,STREET,0.0,No Weapon,AA,Adult Arrest,2020,2020,7,6,1,30
1200 E  106TH                        ST,,33.9397,-118.253,1300.0,18.0,Southeast,1835.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,8,6
1500 S  SAINT ANDREWS                PL,,34.0454,-118.3116,2330.0,20.0,Olympic,2071.0,2.0,0416 0408 0444 1206,25.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,4,4,18,17
3700    FLOWER                       ST,,34.0178,-118.2811,1300.0,3.0,Southwest,359.0,1.0,0329 1606 0344 0321 1300,33.0,F,H,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,27,23
700    GATUN                        ST,,33.7547,-118.3011,1200.0,5.0,Harbor,541.0,2.0,1822 0923,50.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,2,1,24,13
5300    ZELZAH                       AV,,34.167,-118.522,1255.0,10.0,West Valley,1065.0,1.0,0344 1822 0394,29.0,M,W,507.0,CONDOMINIUM/TOWNHOUSE,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,18,3
200 W  5TH                          ST,,33.7397,-118.2835,1500.0,5.0,Harbor,564.0,1.0,0344,46.0,M,H,123.0,PARKING UNDERGROUND/BUILDING,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,11,5
HATTERAS,KESTER,34.1757,-118.4574,1830.0,9.0,Van Nuys,941.0,1.0,0385 1300 0344,47.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,28,23
12700 W  JEFFERSON                    BL,,33.9775,-118.4176,1500.0,14.0,Pacific,1464.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,7,7
3400    MAPLE                        AV,,34.0164,-118.2699,1215.0,13.0,Newton,1342.0,2.0,1501,28.0,M,H,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,15,14
700 S  UNION                        AV,,34.0531,-118.2738,1940.0,2.0,Rampart,266.0,1.0,0913 1810 2002 0321 0334 0421,33.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,2020,2020,9,9,13,13
1300 E  21ST                         ST,,34.0221,-118.2519,900.0,13.0,Newton,1324.0,2.0,0100,25.0,M,B,605.0,AUTOMATED TELLER MACHINE (ATM),0.0,No Weapon,IC,Invest Cont,2021,2020,3,1,22,15
1900    MAPLE                        AV,,34.0289,-118.2686,630.0,13.0,Newton,1321.0,1.0,0344,25.0,M,H,721.0,HIGH SCHOOL,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,19,19
05900    LAUREL CANYON                BL,,34.1773,-118.3965,600.0,15.0,N Hollywood,1533.0,2.0,0329,0.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2021,2020,1,4,19,17
6700 W  SUNSET                       BL,,34.098,-118.3366,1100.0,6.0,Hollywood,646.0,1.0,0344 2034,43.0,M,W,505.0,MOTEL,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,10,9
900 S  CATALINA                     ST,,34.0518,-118.2947,2000.0,20.0,Olympic,2056.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,11,10
100 W  COLDEN                       AV,,33.9492,-118.2739,2030.0,18.0,Southeast,1822.0,1.0,0344 1822,45.0,F,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,2,1,3,26
1200    MENLO                        AV,,34.049,-118.2907,1730.0,20.0,Olympic,2069.0,2.0,0913 1820 0421 0432 0422,28.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,2020,2020,5,5,13,13
1200    BLINN                        AV,,33.7876,-118.2452,1225.0,5.0,Harbor,528.0,2.0,0917 1822 0400 0444,53.0,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,5,5,22,22
800 S  OLIVE                        ST,,34.0452,-118.2569,1700.0,1.0,Central,162.0,1.0,1606 0386 0344,35.0,M,Z,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,8,7
1700 W  84TH                         ST,,33.9627,-118.309,900.0,12.0,77th Street,1263.0,1.0,0344 1601 1822 1300,31.0,F,O,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,19,7
55TH,AVALON,33.9925,-118.2652,2030.0,13.0,Newton,1372.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,19,12
2700 S  MANSFIELD                    AV,,34.0291,-118.3535,700.0,3.0,Southwest,312.0,2.0,0701 1822,51.0,F,H,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,11,9,19,21
500    GULF                         AV,,33.7751,-118.2725,2100.0,5.0,Harbor,525.0,2.0,0421 0417 0913 1243 1813 2000,32.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,2,2,26,26
8600 S  SEPULVEDA                    BL,,33.9579,-118.402,1230.0,14.0,Pacific,1485.0,2.0,0416,42.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,12,12,21,21
2600 S  BURNSIDE                     AV,,34.0325,-118.3605,1800.0,3.0,Southwest,311.0,2.0,0448 0419,21.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,6,6,14,14
SHERIDAN,CITY VIEW,34.0512,-118.2093,2000.0,4.0,Hollenbeck,455.0,1.0,0400 0913 0416 0448,50.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,2,2,23,22
2100 N  CAHUENGA                     BL,,34.1091,-118.331,1100.0,6.0,Hollywood,626.0,2.0,0329 0400 1822 0417,0.0,Unknown,X,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,10,10,15,15
48TH                         ST,NORMANDIE                    AV,33.9996,-118.3002,1430.0,12.0,77th Street,1205.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,23,22
VERNON                       AV,WILTON                       PL,34.0037,-118.3149,2100.0,12.0,77th Street,1203.0,2.0,1100 1407,0.0,Unknown,X,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,2020,2020,11,11,23,23
300 S  CLOVERDALE                   AV,,34.0686,-118.3462,800.0,7.0,Wilshire,736.0,2.0,0100 0930,39.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2021,2020,2,11,8,2
BEVERLY,RENO,34.0714,-118.2813,1330.0,2.0,Rampart,231.0,2.0,0416 0360 1206 2001 0913,52.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,10,10,23,23
3100    WILSHIRE                     BL,,34.0652,-118.2878,1521.0,20.0,Olympic,2029.0,2.0,0329 0342 0910,0.0,Unknown,X,920.0,MTA - PURPLE LINE - WILSHIRE/VERMONT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,29,29
9200    SHIRLEY                      AV,,34.2374,-118.558,1730.0,17.0,Devonshire,1764.0,1.0,0325 0378 0352 0209 1300,19.0,M,H,404.0,DEPARTMENT STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,1,1
VALJEAN,NORDHOFF                     ST,34.2366,-118.4872,2005.0,17.0,Devonshire,1777.0,1.0,0344 1402 0302 1100 0355 1300 0326 1202 1822 0430,32.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,2020,2020,4,4,12,12
500 W  76TH                         ST,,33.9708,-118.2827,700.0,12.0,77th Street,1257.0,1.0,0913 2000 1814 1402 1202 0416 0419 0445 0334 0329,63.0,M,H,501.0,SINGLE FAMILY DWELLING,308.0,STICK,IC,Invest Cont,2020,2020,2,2,29,29
7000    HOLLYWOOD                    BL,,34.1016,-118.3417,1900.0,6.0,Hollywood,645.0,1.0,0325 1822 0601 0400 0444 0945,0.0,Unknown,X,403.0,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,4,4,3,3
5300    WILSHIRE                     BL,,34.0622,-118.344,2300.0,7.0,Wilshire,735.0,2.0,0416 0913 1814 2000,26.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,6,6,14,13
7900    BRIMFIELD                    AV,,34.2147,-118.4576,2000.0,19.0,Mission,1994.0,1.0,1822 0416 0411,54.0,M,H,108.0,PARKING LOT,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,2020,2020,11,10,1,31
4200 N  SEPULVEDA                    BL,,34.1469,-118.4717,2330.0,10.0,West Valley,1099.0,1.0,1300 1822 0344 1609 0352,35.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,21,20
3300    CAZADOR                      ST,,34.1059,-118.2319,1500.0,11.0,Northeast,1135.0,1.0,0344,82.0,F,H,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,5,3
3800    MONTEREY                     RD,,34.091,-118.1882,1200.0,4.0,Hollenbeck,407.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,30,28
6600 W  HOLLYWOOD                    BL,,34.1034,-118.3325,545.0,6.0,Hollywood,636.0,1.0,0344 0329 1607 1822,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,26,12
7000    COLDWATER CANYON             AV,,34.1936,-118.4166,2000.0,15.0,N Hollywood,1522.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,15,11
15300    VALLEY VISTA                 BL,,34.1506,-118.4627,230.0,9.0,Van Nuys,981.0,2.0,1912 0421,63.0,M,W,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,12,11,5,24
19200    HARBORGATE                   WY,,33.8561,-118.3035,750.0,5.0,Harbor,504.0,1.0,0344,33.0,M,B,503.0,HOTEL,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,24,20
OWENSMOUTH                   AV,BASSETT,34.1885,-118.619,1345.0,21.0,Topanga,2144.0,1.0,1402 1822 0345,34.0,F,W,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,2020,2020,10,10,23,23
1100 E  18TH                         ST,,34.0262,-118.2518,1700.0,13.0,Newton,1313.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,14,14
ROBERTSON                    BL,PICO                         BL,34.0548,-118.3837,1100.0,8.0,West LA,849.0,1.0,1202 0344 1822 1420,60.0,M,B,102.0,SIDEWALK,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,25,25
1600    SCHRADER                     BL,,34.0998,-118.3324,1.0,6.0,Hollywood,646.0,2.0,0930 1822,26.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,AA,Adult Arrest,2020,2020,2,2,12,12
11100    TAMARACK                     AV,,34.2725,-118.4336,2125.0,16.0,Foothill,1622.0,1.0,1402 0334 0913,41.0,F,H,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,1,1,10,10
400 W  PICO                         BL,,34.042,-118.2625,405.0,1.0,Central,182.0,2.0,0216 0329,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,13,13
WARNER                       BL,SAN VICENTE                  BL,34.063,-118.3699,1325.0,7.0,Wilshire,742.0,2.0,0919 1300 1609,37.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,25,25
5300    NEWCASTLE                    AV,,34.1667,-118.5244,1800.0,10.0,West Valley,1065.0,1.0,1822 0344 0385 1300 0329,32.0,M,W,507.0,CONDOMINIUM/TOWNHOUSE,0.0,No Weapon,IC,Invest Cont,2020,2020,12,11,2,25
10300 W  OLYMPIC                      BL,,34.0527,-118.4169,800.0,8.0,West LA,836.0,2.0,0400,55.0,F,W,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2021,2020,3,11,9,1
2000 E  4TH                          ST,,34.0462,-118.2153,1500.0,4.0,Hollenbeck,463.0,2.0,0444 0429 0913 2000 1813,68.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,6,6,18,18
6200    VAN NUYS                     BL,,34.1831,-118.4523,2000.0,9.0,Van Nuys,933.0,1.0,1817 1420 0443 0913 0416 0344,50.0,M,W,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,3,14,13
15000    SUTTON                       ST,,34.1489,-118.4607,2000.0,9.0,Van Nuys,981.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,14,11
5600    HOOPER                       AV,,33.9921,-118.2521,205.0,13.0,Newton,1375.0,2.0,0913 2000 0416 1813,32.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,5,5,23,23
8700 W  PICO                         BL,,34.0544,-118.3816,1444.0,8.0,West LA,859.0,1.0,0104 0325 0344 1309 1822,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,26,26
800 S  BEDFORD                      ST,,34.0609,-118.3803,1700.0,8.0,West LA,849.0,2.0,0444,38.0,F,W,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,7,7,31,31
NORMANDIE                    AV,SLAUSON                      AV,33.9884,-118.3002,1300.0,12.0,77th Street,1235.0,1.0,0344 0342 1822 0416 0446 0443 1309 0354 0377 0853,42.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,2,2
100 E  36TH                         ST,,34.0163,-118.2718,1900.0,13.0,Newton,1342.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,16,15
21900    SHERMAN WAYS,,34.2047,-118.5994,1800.0,21.0,Topanga,2136.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,25,21
BALBOA,MAGNOLIA,34.165,-118.5011,2000.0,10.0,West Valley,1068.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,AO,Adult Other,2020,2020,3,3,4,3
WILSHIRE                     BL,ARDMORE                      AV,34.0618,-118.3016,2140.0,20.0,Olympic,2034.0,2.0,0329 0319 0432 1822 2004,59.0,M,A,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,AO,Adult Other,2020,2020,4,4,28,28
2600    MAPLE                        AV,,34.0234,-118.2654,1450.0,13.0,Newton,1322.0,2.0,0334 0416,51.0,M,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,5,5,16,15
400 N  VIRGIL                       AV,,34.0777,-118.2868,800.0,2.0,Rampart,212.0,2.0,0100 0923 1822,45.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,12,12
3300    LONGRIDGE                    AV,,34.1304,-118.4172,1210.0,9.0,Van Nuys,998.0,1.0,0344 0394 1420,34.0,M,W,119.0,"PORCH, RESIDENTIAL",0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,10,9
300    PATTON                       ST,,34.0652,-118.2593,100.0,2.0,Rampart,238.0,1.0,0601 1275 0344 2032 1822,0.0,Unknown,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,8,5,12,26
900 S  NEW HAMPSHIRE                AV,,34.056,-118.2929,330.0,20.0,Olympic,2046.0,1.0,1822 0342 0344 0394,0.0,Unknown,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,22,5
HADDON                       AV,VAN NUYS                     BL,34.2612,-118.4288,2200.0,16.0,Foothill,1641.0,1.0,0302 1501,36.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,2020,2020,7,7,15,15
100 E  103RD                        ST,,33.9429,-118.2739,1800.0,18.0,Southeast,1822.0,2.0,2000 0400 0446 0416 1814 1300,22.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,9,9,30,30
3000    HILLCREST                    DR,,34.0276,-118.3429,1200.0,3.0,Southwest,332.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,13,12
10300 S  BROADWAY,,33.9428,-118.2781,625.0,18.0,Southeast,1822.0,1.0,1822 0216 0421 0432 0344 0916,46.0,M,H,505.0,MOTEL,308.0,STICK,IC,Invest Cont,2020,2020,2,2,25,25
21300    ERWIN                        ST,,34.1829,-118.5959,1600.0,21.0,Topanga,2158.0,1.0,0344 0394 0352,49.0,F,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,8,3
S  BONNIE BRAE                  ST,W  8TH                          ST,34.0539,-118.2756,815.0,2.0,Rampart,266.0,1.0,0385 0344,49.0,M,K,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,29,15
3700 E  OLYMPIC                      BL,,34.0188,-118.1965,630.0,4.0,Hollenbeck,499.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,28,28
1400 W  56TH                         ST,,33.9915,-118.3002,1500.0,12.0,77th Street,1215.0,1.0,0344 0394 1822,36.0,M,B,504.0,OTHER RESIDENCE,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,7,4
300 N  CROFT                        AV,,34.0761,-118.3742,2330.0,7.0,Wilshire,711.0,1.0,0344,23.0,M,W,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,9,8,2,21
900 S  WESTERN                      AV,,34.0559,-118.3091,1722.0,20.0,Olympic,2033.0,2.0,1822 0329 1307,33.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,8,7
1100 W  58TH                         ST,,33.9897,-118.2937,1230.0,12.0,77th Street,1215.0,2.0,0913 0416 0446,21.0,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,21,21
