,Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description
12667,12700    SHERMAN                      WY,,34.2012,-118.4094,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1050.0,15.0,N Hollywood,1512.0,1.0,0344,69.0,F,H,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont
9678,58TH                         PL,INSKEEP                      AV,33.9877,-118.2761,07/11/2020 12:00:00 AM,07/09/2020 12:00:00 AM,800.0,13.0,Newton,1383.0,2.0,0432 1300 0443 0906,29.0,F,H,101.0,STREET,511.0,VERBAL THREAT,AO,Adult Other
5511,1400 W  VERNON                       AV,,34.0037,-118.3007,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,1500.0,12.0,77th Street,1204.0,2.0,1814 0446 2000,26.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
15183,7600 N  FIGUEROA                     ST,,34.1432,-118.1853,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,836.0,11.0,Northeast,1109.0,2.0,1300 1822 0326 0335,38.0,M,W,101.0,STREET,,,AA,Adult Arrest
416,12700    SAN FERNANDO                 RD,,0.0,0.0,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1245.0,19.0,Mission,1921.0,2.0,,62.0,M,O,503.0,HOTEL,,,IC,Invest Cont
11015,8600    AIRDROME                     ST,,34.0477,-118.3794,07/17/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1115.0,8.0,West LA,859.0,2.0,1501,56.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
641,2300    WALL                         ST,,34.0254,-118.2629,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1100.0,13.0,Newton,1322.0,2.0,0913 0416 0417 0429,12.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
5079,800 N  JUNE                         ST,,34.0953,-118.3342,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,247.0,6.0,Hollywood,646.0,1.0,0344,37.0,M,B,101.0,STREET,,,IC,Invest Cont
16402,7300    VARIEL                       AV,,34.2029,-118.5929,03/04/2020 12:00:00 AM,03/01/2020 12:00:00 AM,1200.0,21.0,Topanga,2137.0,1.0,0344 0400,22.0,M,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
17046,8800    WILLIS                       AV,,34.23,-118.4553,03/19/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1130.0,19.0,Mission,1984.0,2.0,,54.0,F,H,101.0,STREET,,,IC,Invest Cont
13704,18700 S  NORMANDIE                    AV,,33.8607,-118.2992,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1045.0,5.0,Harbor,501.0,2.0,0329 1300 1307,0.0,X,X,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
7249,3400 W  8TH                          ST,,34.0577,-118.3048,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2300.0,20.0,Olympic,2033.0,2.0,1822 0329,33.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
12418,118TH                        ST,WADSWORTH,33.9363,-118.2426,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1638.0,18.0,Southeast,1837.0,1.0,0913 0329 0344 0605 1310 1300,22.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
12084,6100    CIMARRON                     ST,,33.9841,-118.3158,05/26/2020 12:00:00 AM,05/25/2020 12:00:00 AM,2200.0,12.0,77th Street,1233.0,1.0,1309 0913 0416 0448 1281 1202,61.0,F,B,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont
5163,ALVARADO,8TH                          ST,34.0549,-118.2778,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,2300.0,2.0,Rampart,265.0,1.0,0906 1822 0344 0377 0334 0432 0355 1202,62.0,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont
1542,2100    CAMBRIDGE                    ST,,34.0446,-118.3025,05/13/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1800.0,20.0,Olympic,2074.0,2.0,0100 1822,57.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
17040,4100 W  MARTIN LUTHER KING JR        BL,,34.017,-118.3449,09/18/2020 12:00:00 AM,09/17/2020 12:00:00 AM,1150.0,3.0,Southwest,362.0,2.0,0329 0906 0913 1816 1820,30.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
1987,WILTON                       PL,OLYMPIC                      BL,34.0543,-118.3193,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1340.0,20.0,Olympic,2041.0,1.0,1218 1822 0342 0378 0334 0416 0446 0344 0421 0370,37.0,M,H,158.0,TRANSIENT ENCAMPMENT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont
13740,13200    BROMONT                      AV,,34.3102,-118.4371,10/16/2020 12:00:00 AM,10/14/2020 12:00:00 AM,650.0,19.0,Mission,1917.0,2.0,0928,68.0,M,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont
1803,LA JOLLA,WILSHIRE,34.0637,-118.3681,07/08/2020 12:00:00 AM,07/08/2020 12:00:00 AM,1600.0,7.0,Wilshire,732.0,2.0,0529 1822,22.0,F,W,101.0,STREET,,,IC,Invest Cont
2890,6500 W  HOLLYWOOD                    BL,,34.1034,-118.3325,06/03/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1700.0,6.0,Hollywood,636.0,2.0,0329,55.0,M,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont
12751,1100 E  57TH                         ST,,33.9911,-118.2564,06/06/2020 12:00:00 AM,06/05/2020 12:00:00 AM,2330.0,13.0,Newton,1375.0,1.0,1100 0430 0302 1822 1407,34.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont
12090,WESTERN                      AV,1ST                          ST,34.0737,-118.3091,06/09/2020 12:00:00 AM,06/09/2020 12:00:00 AM,2130.0,20.0,Olympic,2011.0,2.0,0509 1822 0305 0510 0432,20.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
15198,2000 W  PICO                         BL,,34.0491,-118.2823,03/10/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1710.0,2.0,Rampart,281.0,2.0,0447 1822 2028,0.0,M,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
12248,3900    MARCASEL                     AV,,34.0046,-118.4257,04/18/2020 12:00:00 AM,04/07/2020 12:00:00 AM,1200.0,14.0,Pacific,1449.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
6678,2200    HILL                         DR,,34.1428,-118.215,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,945.0,11.0,Northeast,1105.0,2.0,2038 0913,36.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest
3146,DENKER                       AV,54TH                         ST,33.9933,-118.3046,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1700.0,12.0,77th Street,1215.0,2.0,2054 1536 0903 1300 0319 0421 0416 0445 0913 0361,40.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
17792,800 S  PACIFIC                      AV,,33.7365,-118.2923,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,1230.0,5.0,Harbor,565.0,2.0,0913 0444 1311 0429 2000 0400 1814,56.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
14955,1600    WESTERLY                     TR,,34.0917,-118.2741,03/10/2020 12:00:00 AM,02/27/2020 12:00:00 AM,200.0,11.0,Northeast,1171.0,1.0,0344 0385 1300,36.0,M,W,101.0,STREET,,,IC,Invest Cont
17556,13300    VAN NUYS                     BL,,34.2653,-118.4233,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,2126.0,16.0,Foothill,1643.0,2.0,0329,56.0,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
4966,BIXEL,6TH,34.054,-118.262,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,45.0,2.0,Rampart,249.0,1.0,0352 0344 0432 0342 0400 1823 1300 1310 1309 1822,19.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
5143,1200 W  MANCHESTER                   AV,,33.96,-118.2959,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1210.0,12.0,77th Street,1265.0,1.0,1212 1822 2003 0400 0444 0429,0.0,X,X,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
1045,8600 S  WESTERN                      AV,,33.96,-118.309,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,930.0,12.0,77th Street,1273.0,1.0,0344 0400 0416 0417 1310 1313 0913 0342,49.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
12117,8400    CEDROS                       AV,,34.2265,-118.4565,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1943.0,19.0,Mission,1984.0,2.0,0329,63.0,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont
14952,2700    TRINITY                      ST,,34.0216,-118.2638,03/23/2020 12:00:00 AM,03/22/2020 12:00:00 AM,2000.0,13.0,Newton,1333.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
19262,2000 E  114TH                        ST,,33.9315,-118.2363,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,2030.0,18.0,Southeast,1849.0,2.0,1276 0416 2000 1814 0913,22.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
7259,200    BOYD                         ST,,34.0478,-118.2454,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1300.0,1.0,Central,138.0,2.0,2004 1218 0340 0319 0408 0416 0448 0361,37.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
8683,APPLE,CLOVERDALE,34.0344,-118.3566,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1720.0,7.0,Wilshire,783.0,1.0,0353 0302 0450 0200 0906 1822,28.0,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont
526,900    VENANGO                      AV,,34.0887,-118.2828,07/16/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1800.0,2.0,Rampart,204.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
19137,FOOTHILL                     BL,BALBOA                       BL,34.3216,-118.4958,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1936.0,19.0,Mission,1901.0,2.0,1300,0.0,M,O,101.0,STREET,,,IC,Invest Cont
123,PARTHENIA,NOBLE,34.2283,-118.4611,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,715.0,19.0,Mission,1983.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
3360,5200    VAN NUYS                     BL,,34.1649,-118.4487,02/12/2021 12:00:00 AM,12/23/2020 12:00:00 AM,1815.0,9.0,Van Nuys,955.0,2.0,,0.0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont
2769,1700    GRAFTON                      ST,,34.0813,-118.2565,04/16/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1233.0,11.0,Northeast,1183.0,2.0,0930 1822,23.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
15854,1500    LAKME                        AV,,33.7935,-118.2607,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,1420.0,5.0,Harbor,518.0,2.0,1259 1251 0416 0419 2024 0432 0913 1824 0446,14.0,F,H,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest
5812,12000 S  VERMONT                      AV,,33.9237,-118.2915,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1232.0,18.0,Southeast,1831.0,1.0,0394 1822,29.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
15482,900 S  BROADWAY,,34.0419,-118.2564,11/15/2020 12:00:00 AM,11/14/2020 12:00:00 AM,2315.0,1.0,Central,185.0,1.0,1822 0416 0431,29.0,F,H,503.0,HOTEL,512.0,MACE/PEPPER SPRAY,IC,Invest Cont
4028,12TH                         PL,VALENCIA                     ST,34.0447,-118.2747,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,1705.0,2.0,Rampart,289.0,2.0,0329,0.0,X,X,101.0,STREET,,,IC,Invest Cont
16509,1200 S  SHENANDOAH                   ST,,34.0565,-118.3815,12/19/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1327.0,8.0,West LA,849.0,2.0,0100 1202 0930,69.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
8604,1500 S  PALOS VERDES                 ST,,33.7297,-118.2814,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1430.0,5.0,Harbor,567.0,2.0,0913 2038 0361 1906 0603,52.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
7313,11100    COMETA                       AV,,34.273,-118.3981,05/10/2020 12:00:00 AM,05/09/2020 12:00:00 AM,2215.0,16.0,Foothill,1633.0,1.0,1816 0344 0342 1309 0209 1822 0906,19.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont
5979,PIERCE                       ST,GLENOAKS                     BL,34.2701,-118.4094,06/12/2020 12:00:00 AM,06/12/2020 12:00:00 AM,200.0,16.0,Foothill,1623.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
9856,6500    PLATT                        AV,,34.1888,-118.6369,10/29/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1431.0,21.0,Topanga,2142.0,2.0,0377 0922 1822,54.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont
2631,7800    VAN NUYS                     BL,,34.2153,-118.4409,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,800.0,19.0,Mission,1998.0,2.0,0444 0356,27.0,F,H,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
1521,21700    LOS ALIMOS                   ST,,34.2652,-118.6017,01/18/2021 12:00:00 AM,12/22/2020 12:00:00 AM,800.0,17.0,Devonshire,1721.0,2.0,1202 0923 1822,87.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
3470,5000    NESTLE                       AV,,34.161,-118.5315,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1000.0,10.0,West Valley,1075.0,1.0,0344 1822,64.0,M,C,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
12411,14200    LORNE                        ST,,34.217,-118.4421,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,2225.0,19.0,Mission,1998.0,1.0,0334 0344 1822 0352 0355 0432,28.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont
7517,7900    WILBUR                       AV,,34.2138,-118.5448,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,2145.0,10.0,West Valley,1001.0,1.0,0361 0400 0913 0447 1218 1420 1414,56.0,M,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other
4801,1000    INGRAHAM                     ST,,34.0512,-118.2621,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,230.0,2.0,Rampart,249.0,2.0,0913 2000 1814 0448 0408 1309,29.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
12754,400 S  SAN PEDRO                    ST,,34.0455,-118.2432,08/14/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1700.0,1.0,Central,148.0,2.0,0910 0344 0377,43.0,F,B,124.0,BUS STOP,,,IC,Invest Cont
22,16700 W  VENTURA                      BL,,34.1613,-118.4917,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1300.0,10.0,West Valley,1078.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont
17601,200 N  GRAMERCY                     PL,,34.0746,-118.3125,11/13/2020 12:00:00 AM,11/12/2020 12:00:00 AM,1930.0,20.0,Olympic,2011.0,1.0,0385 1822 0344,47.0,F,O,104.0,DRIVEWAY,,,IC,Invest Cont
10039,BROADWAY,VENICE,34.0342,-118.2636,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1530.0,1.0,Central,195.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
18445,800 N  NORMANDIE                    AV,,34.0851,-118.3005,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,1804.0,2.0,Rampart,201.0,1.0,0906 1816 1419 1407 1402 1606 0432 1822 1100 0450,22.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest
2176,11400    PENROSE                      ST,,34.2219,-118.3814,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1135.0,16.0,Foothill,1685.0,2.0,0421 0913 0544,51.0,M,O,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AO,Adult Other
2253,200 N  CORONADO                     ST,,34.0706,-118.2749,09/21/2020 12:00:00 AM,09/20/2020 12:00:00 AM,2350.0,2.0,Rampart,235.0,1.0,0329 0913 1823 0358 1609 1803,22.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest
8522,14700    SAN FERNANDO MISSION         BL,,34.2761,-118.454,11/08/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2200.0,19.0,Mission,1935.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
17830,900    ELKHART                      PL,,33.9995,-118.4612,09/24/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1200.0,14.0,Pacific,1415.0,1.0,0344,28.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont
6564,9200    TOPANGA CANYON               BL,,34.2331,-118.6273,08/18/2020 12:00:00 AM,08/17/2020 12:00:00 AM,2110.0,21.0,Topanga,2101.0,2.0,0329,35.0,M,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
4712,QUEENSLAND                   ST,KELTON,34.0273,-118.4207,11/14/2020 12:00:00 AM,10/28/2020 12:00:00 AM,2100.0,14.0,Pacific,1428.0,1.0,0344 1300 1606,62.0,M,A,101.0,STREET,,,IC,Invest Cont
18791,SLAUSON                      AV,CRENSHAW                     BL,33.989,-118.3308,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,330.0,12.0,77th Street,1211.0,2.0,0913 0400 0416 0417 1814 2000,27.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
13350,200 N  BREED                        ST,,0.0,0.0,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1500.0,4.0,Hollenbeck,464.0,2.0,2000 1814 0913 0446 2002,26.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
6505,1600 W  TEMPLE                       ST,,34.0727,-118.2637,12/08/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1045.0,2.0,Rampart,217.0,2.0,1822 0930 0929 0100,32.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
19567,12300    CULVER                       BL,,33.9955,-118.421,05/12/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1800.0,14.0,Pacific,1456.0,2.0,0400 0447,47.0,F,O,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
8941,VAN NUYS                     BL,CANTERBURY                   AV,34.2492,-118.4453,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2000.0,19.0,Mission,1958.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
7120,3800    LOCKLAND                     DR,,34.0092,-118.3404,12/15/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1930.0,3.0,Southwest,363.0,1.0,1606 0344 1202 1822,65.0,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont
18043,11TH,VERMONT,34.0508,-118.2916,11/02/2020 12:00:00 AM,11/01/2020 12:00:00 AM,1.0,20.0,Olympic,2069.0,1.0,1822 1607 0358 0344,38.0,F,H,101.0,STREET,,,IC,Invest Cont
16943,6300    YORK                         BL,,34.1148,-118.1824,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1320.0,11.0,Northeast,1128.0,1.0,0325 0344 1309,0.0,X,X,403.0,DRUG STORE,,,IC,Invest Cont
8850,3500    ARROYO SECO                  AV,,34.0878,-118.2151,06/07/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1630.0,11.0,Northeast,1189.0,1.0,0913 0603 1817 0302 0334,50.0,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other
2606,300 E  CENTURY                      BL,,33.9456,-118.2695,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,430.0,18.0,Southeast,1823.0,2.0,0602 0360 2002 0329 0416 1307 0913,45.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",302.0,BLUNT INSTRUMENT,AA,Adult Arrest
5462,10900    FRUITLAND                    DR,,34.1385,-118.3681,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1605.0,15.0,N Hollywood,1596.0,2.0,2038,45.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
19521,6100    RUBY                         PL,,34.1219,-118.1831,03/16/2022 12:00:00 AM,03/01/2020 12:00:00 AM,900.0,11.0,Northeast,1128.0,2.0,1501,76.0,F,W,602.0,BANK,,,AA,Adult Arrest
1064,10000    TUJUNGA CANYON               BL,,34.2498,-118.2805,11/23/2020 12:00:00 AM,11/21/2020 12:00:00 AM,1500.0,16.0,Foothill,1658.0,2.0,1912 0911 1822,39.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
17279,4TH,WESTMORELAND,34.0667,-118.2879,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,2245.0,20.0,Olympic,2029.0,2.0,0416 0446 1218 1243 1813 2000 2004,47.0,F,K,158.0,TRANSIENT ENCAMPMENT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
17165,1700    EXPOSITION                   BL,,34.0183,-118.311,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1858.0,3.0,Southwest,375.0,1.0,1100 1309 0430 0919 0906 1822,23.0,M,O,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest
7778,GRAND                        AV,7TH                          ST,34.0473,-118.2566,08/30/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1600.0,1.0,Central,162.0,1.0,0400 0416 1822,62.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
1278,10400 N  SEPULVEDA                    BL,,34.2591,-118.4674,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2021.0,19.0,Mission,1954.0,1.0,0325,26.0,F,H,405.0,CLOTHING STORE,,,IC,Invest Cont
6233,2400    HOLLY                        DR,,34.1146,-118.3309,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1115.0,6.0,Hollywood,626.0,2.0,0400 0447 0913,57.0,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
18959,VENTURA                      BL,WHITSETT                     AV,34.1533,-118.4058,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,1120.0,15.0,N Hollywood,1562.0,2.0,0416 1813 2000,22.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
13320,300 E  120TH                        ST,,33.9237,-118.2696,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,1230.0,18.0,Southeast,1863.0,2.0,2000 0448 0416 0444 0913 0400 1814 2002,37.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
17514,MARGATE,ENCINO,34.1675,-118.5226,05/04/2020 12:00:00 AM,05/02/2020 12:00:00 AM,2055.0,10.0,West Valley,1065.0,1.0,1822 0344,0.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
12479,3500    MARMION                      WY,,34.0871,-118.2142,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,5.0,11.0,Northeast,1189.0,2.0,0400 0552 1257 0416,5.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
10761,2300 N  HIGHLAND                     AV,,34.1107,-118.3364,09/28/2020 12:00:00 AM,09/25/2020 12:00:00 AM,2130.0,6.0,Hollywood,625.0,1.0,2000 0913 0444 0416,25.0,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
16529,200 E  45TH                         ST,,34.0029,-118.2718,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,800.0,13.0,Newton,1352.0,1.0,0913 0554 0319 2001 0421 0329 1402,43.0,F,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other
14810,17800    SHERMAN                      WY,,34.2011,-118.5208,02/16/2020 12:00:00 AM,02/15/2020 12:00:00 AM,2100.0,10.0,West Valley,1025.0,2.0,1822 0926,39.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
12998,ARLINGTON                    AV,W  SLAUSON                      AV,33.9891,-118.3186,04/26/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1000.0,12.0,77th Street,1232.0,1.0,0385,34.0,F,H,101.0,STREET,,,IC,Invest Cont
