,Crime_Category
1443,Violent Crimes
13723,Violent Crimes
16151,Property Crimes
4717,Crimes against Public Order
11180,Violent Crimes
1990,Property Crimes
543,Property Crimes
5894,Property Crimes
12872,Property Crimes
8172,Crimes against Public Order
2049,Property Crimes
13314,Property Crimes
5026,Crimes against Public Order
1042,Crimes against Public Order
13204,Property Crimes
11131,Property Crimes
741,Property Crimes
2789,Property Crimes
16886,Property Crimes
18647,Property Crimes
19421,Property Crimes
5552,Violent Crimes
10031,Property Crimes
12451,Property Crimes
6082,Crimes against Public Order
12997,Property Crimes
18215,Property Crimes
5880,Violent Crimes
15135,Property Crimes
15574,Crimes against Public Order
13397,Fraud and White-Collar Crimes
4826,Property Crimes
13621,Property Crimes
5081,Violent Crimes
3646,Property Crimes
11647,Property Crimes
4379,Property Crimes
11153,Property Crimes
16989,Property Crimes
18195,Violent Crimes
1273,Property Crimes
17531,Violent Crimes
17087,Property Crimes
13362,Property Crimes
9804,Property Crimes
6926,Property Crimes
302,Violent Crimes
15267,Fraud and White-Collar Crimes
18262,Violent Crimes
353,Violent Crimes
4092,Property Crimes
5823,Fraud and White-Collar Crimes
3760,Property Crimes
17470,Property Crimes
19366,Property Crimes
16874,Violent Crimes
19650,Crimes against Public Order
7061,Violent Crimes
12495,Fraud and White-Collar Crimes
213,Violent Crimes
14627,Violent Crimes
2978,Property Crimes
3102,Property Crimes
15373,Violent Crimes
14949,Other Crimes
1122,Crimes against Persons
8617,Property Crimes
16579,Property Crimes
13060,Violent Crimes
9716,Crimes against Public Order
18166,Property Crimes
5882,Crimes against Public Order
3522,Property Crimes
3480,Property Crimes
11139,Property Crimes
3066,Property Crimes
6992,Property Crimes
18606,Property Crimes
15307,Property Crimes
1345,Property Crimes
12486,Property Crimes
8197,Crimes against Persons
17123,Crimes against Public Order
12976,Crimes against Persons
3588,Property Crimes
9460,Property Crimes
8692,Violent Crimes
17309,Violent Crimes
4306,Property Crimes
18176,Property Crimes
14024,Crimes against Public Order
13163,Property Crimes
3405,Crimes against Public Order
15810,Violent Crimes
14706,Property Crimes
13912,Property Crimes
6714,Property Crimes
10183,Crimes against Public Order
3279,Property Crimes
3653,Property Crimes
3090,Crimes against Public Order
18000,Property Crimes
8293,Violent Crimes
17467,Violent Crimes
7512,Property Crimes
7392,Property Crimes
11557,Property Crimes
6924,Violent Crimes
4597,Fraud and White-Collar Crimes
16913,Fraud and White-Collar Crimes
14864,Property Crimes
17776,Property Crimes
16044,Property Crimes
16750,Property Crimes
11649,Property Crimes
7485,Fraud and White-Collar Crimes
15275,Violent Crimes
2400,Crimes against Public Order
13349,Property Crimes
12867,Property Crimes
10978,Property Crimes
6388,Property Crimes
10082,Property Crimes
17225,Fraud and White-Collar Crimes
7886,Property Crimes
13460,Property Crimes
4854,Property Crimes
8797,Fraud and White-Collar Crimes
14994,Violent Crimes
10627,Violent Crimes
4915,Fraud and White-Collar Crimes
19120,Property Crimes
18332,Property Crimes
9752,Property Crimes
16756,Property Crimes
10192,Violent Crimes
675,Property Crimes
713,Crimes against Public Order
2593,Violent Crimes
14370,Fraud and White-Collar Crimes
15836,Property Crimes
5886,Violent Crimes
6913,Property Crimes
17017,Property Crimes
15219,Property Crimes
5858,Violent Crimes
7995,Crimes against Public Order
12662,Property Crimes
7217,Crimes against Public Order
16049,Property Crimes
19254,Property Crimes
16696,Property Crimes
10656,Property Crimes
16517,Property Crimes
7792,Property Crimes
5529,Crimes against Public Order
18624,Violent Crimes
17731,Crimes against Public Order
14327,Violent Crimes
6326,Violent Crimes
2524,Property Crimes
13592,Property Crimes
19157,Violent Crimes
11986,Property Crimes
7232,Property Crimes
17506,Property Crimes
2054,Property Crimes
16867,Property Crimes
14676,Property Crimes
10323,Property Crimes
13479,Fraud and White-Collar Crimes
3059,Crimes against Public Order
1590,Violent Crimes
12843,Property Crimes
3793,Violent Crimes
4167,Violent Crimes
8326,Property Crimes
5947,Property Crimes
14519,Property Crimes
5364,Property Crimes
78,Violent Crimes
12444,Crimes against Public Order
2785,Violent Crimes
3194,Property Crimes
11004,Violent Crimes
16727,Property Crimes
9928,Violent Crimes
18485,Violent Crimes
14775,Property Crimes
3419,Property Crimes
12880,Property Crimes
1000,Property Crimes
12112,Violent Crimes
12944,Property Crimes
3730,Property Crimes
9205,Property Crimes
11406,Violent Crimes
9470,Property Crimes
4142,Property Crimes
4412,Fraud and White-Collar Crimes
13275,Property Crimes
18781,Crimes against Public Order
11655,Violent Crimes
11614,Fraud and White-Collar Crimes
15967,Property Crimes
2782,Violent Crimes
3877,Property Crimes
128,Property Crimes
10901,Violent Crimes
9979,Property Crimes
13113,Crimes against Public Order
3607,Violent Crimes
19270,Property Crimes
2063,Property Crimes
19000,Property Crimes
3586,Property Crimes
8269,Property Crimes
2737,Violent Crimes
998,Crimes against Public Order
6557,Property Crimes
17313,Property Crimes
920,Property Crimes
16982,Fraud and White-Collar Crimes
1508,Property Crimes
8412,Property Crimes
2122,Violent Crimes
3970,Property Crimes
9107,Violent Crimes
6183,Property Crimes
573,Property Crimes
5203,Property Crimes
694,Violent Crimes
336,Property Crimes
13737,Property Crimes
8011,Property Crimes
9018,Fraud and White-Collar Crimes
6224,Property Crimes
312,Property Crimes
17186,Property Crimes
17559,Property Crimes
18870,Property Crimes
1272,Fraud and White-Collar Crimes
10206,Property Crimes
6971,Property Crimes
19703,Violent Crimes
11908,Property Crimes
7474,Property Crimes
2278,Property Crimes
19167,Property Crimes
5389,Fraud and White-Collar Crimes
18750,Property Crimes
19446,Property Crimes
5660,Property Crimes
2451,Property Crimes
2768,Crimes against Public Order
18872,Violent Crimes
13547,Fraud and White-Collar Crimes
10696,Violent Crimes
15803,Property Crimes
2471,Property Crimes
16807,Violent Crimes
12466,Fraud and White-Collar Crimes
4552,Property Crimes
5439,Fraud and White-Collar Crimes
6944,Property Crimes
6455,Crimes against Public Order
9023,Crimes against Public Order
12233,Violent Crimes
7140,Property Crimes
2364,Violent Crimes
1115,Violent Crimes
15594,Property Crimes
12923,Violent Crimes
1646,Property Crimes
1376,Property Crimes
7118,Property Crimes
2693,Property Crimes
12254,Property Crimes
16303,Property Crimes
14604,Property Crimes
19583,Violent Crimes
13821,Violent Crimes
15520,Violent Crimes
7310,Crimes against Public Order
2163,Property Crimes
9700,Property Crimes
18584,Property Crimes
17075,Crimes against Public Order
17116,Property Crimes
2158,Property Crimes
2509,Property Crimes
3857,Property Crimes
17651,Violent Crimes
2713,Property Crimes
5960,Property Crimes
3361,Property Crimes
10981,Property Crimes
6257,Violent Crimes
9812,Property Crimes
9587,Violent Crimes
17398,Property Crimes
44,Fraud and White-Collar Crimes
3357,Property Crimes
3537,Property Crimes
12435,Property Crimes
6241,Property Crimes
13709,Violent Crimes
19209,Property Crimes
12643,Property Crimes
4700,Crimes against Public Order
8156,Property Crimes
50,Property Crimes
16095,Violent Crimes
4971,Property Crimes
6083,Violent Crimes
13432,Property Crimes
4390,Property Crimes
10003,Property Crimes
19846,Property Crimes
11208,Crimes against Public Order
11510,Property Crimes
9281,Violent Crimes
2296,Property Crimes
1512,Property Crimes
2931,Violent Crimes
8352,Property Crimes
9022,Property Crimes
1534,Violent Crimes
9164,Violent Crimes
15560,Property Crimes
12319,Property Crimes
16569,Property Crimes
5799,Violent Crimes
19553,Property Crimes
15564,Property Crimes
15228,Property Crimes
857,Crimes against Public Order
10739,Property Crimes
3450,Property Crimes
12044,Violent Crimes
5176,Property Crimes
2986,Property Crimes
3107,Property Crimes
19331,Property Crimes
11596,Property Crimes
11971,Violent Crimes
16043,Property Crimes
3904,Property Crimes
16332,Property Crimes
146,Property Crimes
693,Property Crimes
3309,Property Crimes
17840,Property Crimes
6832,Property Crimes
14134,Property Crimes
13517,Property Crimes
17461,Property Crimes
4212,Property Crimes
6091,Property Crimes
13664,Violent Crimes
6737,Crimes against Public Order
9262,Violent Crimes
4598,Property Crimes
15883,Property Crimes
10671,Property Crimes
11234,Property Crimes
1723,Property Crimes
8288,Property Crimes
11552,Fraud and White-Collar Crimes
11002,Crimes against Public Order
9769,Other Crimes
17714,Property Crimes
15161,Crimes against Public Order
1702,Property Crimes
13779,Property Crimes
11410,Property Crimes
12392,Property Crimes
12534,Property Crimes
3943,Property Crimes
19596,Violent Crimes
7161,Violent Crimes
8447,Crimes against Public Order
28,Violent Crimes
9911,Property Crimes
10492,Other Crimes
12778,Property Crimes
6098,Fraud and White-Collar Crimes
3454,Violent Crimes
15246,Property Crimes
14065,Property Crimes
15552,Property Crimes
8800,Property Crimes
2757,Property Crimes
4926,Crimes against Public Order
5899,Property Crimes
816,Property Crimes
16293,Violent Crimes
17102,Violent Crimes
3971,Property Crimes
15656,Property Crimes
2482,Property Crimes
7895,Violent Crimes
17828,Property Crimes
14948,Violent Crimes
13420,Violent Crimes
10838,Violent Crimes
10376,Violent Crimes
16564,Property Crimes
18099,Property Crimes
16244,Property Crimes
1840,Property Crimes
6219,Property Crimes
620,Property Crimes
19224,Property Crimes
261,Crimes against Public Order
17356,Property Crimes
4716,Crimes against Public Order
4033,Property Crimes
3161,Property Crimes
17836,Property Crimes
552,Property Crimes
11750,Crimes against Public Order
7152,Property Crimes
4078,Property Crimes
19075,Property Crimes
1570,Property Crimes
4090,Violent Crimes
12706,Property Crimes
2128,Property Crimes
2193,Violent Crimes
18578,Violent Crimes
8249,Property Crimes
2119,Property Crimes
11404,Property Crimes
19070,Violent Crimes
18905,Property Crimes
11617,Crimes against Persons
19840,Property Crimes
9371,Property Crimes
13713,Property Crimes
13174,Crimes against Public Order
3384,Property Crimes
3365,Violent Crimes
10973,Property Crimes
13127,Violent Crimes
17800,Property Crimes
15589,Property Crimes
6487,Violent Crimes
11574,Property Crimes
15721,Property Crimes
5924,Crimes against Public Order
15592,Property Crimes
16537,Crimes against Public Order
14074,Property Crimes
4948,Violent Crimes
10690,Violent Crimes
7057,Violent Crimes
11897,Violent Crimes
12917,Violent Crimes
17477,Property Crimes
17007,Crimes against Public Order
5781,Violent Crimes
18782,Property Crimes
14795,Property Crimes
8069,Property Crimes
1971,Violent Crimes
2692,Property Crimes
3995,Property Crimes
17145,Property Crimes
9156,Violent Crimes
11319,Property Crimes
4443,Property Crimes
8792,Violent Crimes
19590,Property Crimes
14524,Property Crimes
15353,Violent Crimes
17050,Violent Crimes
16612,Violent Crimes
12110,Violent Crimes
3683,Violent Crimes
6849,Property Crimes
4602,Violent Crimes
2305,Property Crimes
17606,Violent Crimes
18820,Property Crimes
15559,Property Crimes
9087,Violent Crimes
1158,Property Crimes
12861,Property Crimes
2143,Property Crimes
7943,Fraud and White-Collar Crimes
19057,Fraud and White-Collar Crimes
2312,Violent Crimes
6790,Fraud and White-Collar Crimes
5952,Property Crimes
14378,Violent Crimes
3013,Property Crimes
4626,Crimes against Public Order
9128,Property Crimes
1899,Fraud and White-Collar Crimes
2015,Property Crimes
5973,Crimes against Public Order
12076,Violent Crimes
3799,Violent Crimes
12703,Violent Crimes
3973,Property Crimes
7422,Property Crimes
6532,Violent Crimes
7559,Violent Crimes
6951,Property Crimes
5339,Property Crimes
5583,Property Crimes
1626,Property Crimes
4253,Property Crimes
4359,Property Crimes
4332,Violent Crimes
8931,Violent Crimes
13680,Violent Crimes
8808,Property Crimes
16675,Violent Crimes
8184,Violent Crimes
17108,Property Crimes
15833,Property Crimes
10823,Crimes against Public Order
17577,Property Crimes
13671,Fraud and White-Collar Crimes
13532,Property Crimes
1389,Property Crimes
2228,Property Crimes
14931,Property Crimes
6157,Property Crimes
15696,Property Crimes
8760,Property Crimes
10121,Property Crimes
8189,Property Crimes
16399,Property Crimes
4829,Violent Crimes
12297,Violent Crimes
16671,Crimes against Public Order
18413,Crimes against Public Order
7626,Property Crimes
6027,Violent Crimes
7566,Fraud and White-Collar Crimes
13726,Crimes against Public Order
301,Crimes against Persons
3681,Property Crimes
18255,Property Crimes
15679,Property Crimes
11472,Property Crimes
13539,Property Crimes
4851,Crimes against Public Order
9224,Property Crimes
14980,Property Crimes
14824,Violent Crimes
981,Fraud and White-Collar Crimes
19186,Property Crimes
8316,Property Crimes
11497,Fraud and White-Collar Crimes
7763,Crimes against Public Order
6789,Property Crimes
7214,Violent Crimes
5934,Violent Crimes
13642,Violent Crimes
9067,Violent Crimes
19284,Property Crimes
6928,Violent Crimes
15448,Property Crimes
16945,Property Crimes
2880,Property Crimes
7172,Violent Crimes
5019,Property Crimes
11029,Violent Crimes
9432,Property Crimes
7075,Fraud and White-Collar Crimes
9888,Property Crimes
6658,Property Crimes
14022,Property Crimes
14702,Violent Crimes
6825,Property Crimes
7711,Property Crimes
420,Property Crimes
11233,Property Crimes
15020,Violent Crimes
8810,Violent Crimes
8661,Fraud and White-Collar Crimes
13719,Property Crimes
5051,Property Crimes
18116,Property Crimes
1486,Property Crimes
4448,Property Crimes
7378,Fraud and White-Collar Crimes
8684,Violent Crimes
10691,Property Crimes
11324,Property Crimes
18388,Violent Crimes
19647,Violent Crimes
18038,Property Crimes
6402,Violent Crimes
11718,Crimes against Public Order
15806,Property Crimes
398,Violent Crimes
4407,Violent Crimes
11010,Fraud and White-Collar Crimes
4010,Property Crimes
7829,Property Crimes
7974,Property Crimes
1251,Property Crimes
72,Property Crimes
2634,Property Crimes
12336,Other Crimes
6764,Property Crimes
6886,Crimes against Persons
9726,Property Crimes
4566,Property Crimes
35,Property Crimes
5229,Property Crimes
2587,Property Crimes
676,Property Crimes
18218,Property Crimes
18384,Property Crimes
8656,Violent Crimes
4317,Property Crimes
85,Property Crimes
5053,Property Crimes
10809,Fraud and White-Collar Crimes
866,Property Crimes
701,Property Crimes
15273,Crimes against Public Order
15349,Property Crimes
7041,Property Crimes
18494,Property Crimes
17206,Property Crimes
1735,Property Crimes
13117,Property Crimes
1818,Violent Crimes
6221,Property Crimes
11850,Crimes against Persons
9392,Property Crimes
9845,Property Crimes
9117,Crimes against Public Order
17382,Property Crimes
1541,Violent Crimes
17539,Property Crimes
7847,Property Crimes
2744,Property Crimes
3611,Property Crimes
5702,Property Crimes
5722,Fraud and White-Collar Crimes
17465,Violent Crimes
6175,Property Crimes
15164,Property Crimes
5675,Property Crimes
2234,Property Crimes
7094,Property Crimes
517,Crimes against Public Order
17366,Property Crimes
1102,Property Crimes
11189,Property Crimes
6298,Property Crimes
6393,Fraud and White-Collar Crimes
19144,Violent Crimes
13341,Violent Crimes
15975,Property Crimes
19114,Fraud and White-Collar Crimes
7196,Property Crimes
3291,Property Crimes
15663,Property Crimes
5149,Property Crimes
8218,Property Crimes
19468,Property Crimes
